ID,B501,B502,B503,B504,B505,B506,B507,B508,B509,B510,HIP01,HIP02,HIP03,HIP04,HIP05,HIP06,HAC01,HAC02,HAC03,HAC04,HAC05,HAC06,HAC07,HUS01,HUS02,HUS03,HUS04,HUS05,HUS06,EOInno01,EOInno02,EOInno03,EOInno04,EOInno05,EOInno06,EOInno07,EORisk01,EORisk02,EORisk03,EOPro01,EOPro02,EOPro03,EOPro04,EOAch01,EOAch02,EOAch03,EOAch04,EOAch05,EONet01,EONet02,EONet03,EONet04,EONet05,EONet06,TPB01,TPB02,TPB03,TPB04,TPB05,SN01,SN02,PBC01,PBC02,PBC03,PBC04,Int01,Int02,Int03,Int04,Beh01,Beh02,Beh03,Beh04
1001017007,3,3,1,3,4,3,3,4,3,5,6,6,7,6,5,5,6,6,7,6,5,7,7,6,6,4,6,6,6,6,6,6,6,6,6,6,4,4,4,2,2,2,3,2,1,2,2,2,5,6,7,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,4,4
